household_id,county_fips,hh_size,income_usd,housing_type,created_at_utc
dae848bf-dd90-41d1-a6d1-1c488143e163,53033,1,51967,Single Family,2026-02-17 22:45:46+00:00
6a21f48d-4a1f-465f-a3ee-b92af772a8c1,53033,1,50250,Townhome,2026-02-17 22:45:46+00:00
1152423b-f8b9-4efc-a754-41e2d05916e2,53033,3,117402,Townhome,2026-02-17 22:45:46+00:00
b89351f2-a87d-4850-8e6c-c1f83518495e,53033,4,182297,Other,2026-02-17 22:45:46+00:00
ab72b3d6-ff7b-4a8c-9f81-0af4c7915f58,53033,2,84384,Mobile,2026-02-17 22:45:46+00:00
694cc4a9-8c1e-40ad-8cd2-64666734222c,53033,3,143909,Townhome,2026-02-17 22:45:46+00:00
5453e80b-b8ad-45b9-91b4-923cc6fbde12,53033,1,77389,Apartment,2026-02-17 22:45:46+00:00
90499298-c7ad-4f10-8ff8-743451474924,53033,1,79523,SFH,2026-02-17 22:45:46+00:00
f08341d3-485f-4c3f-9424-bcdb7236f42e,53033,1,96920,Townhome,2026-02-17 22:45:46+00:00
c7d2c994-627d-4b17-9468-80ae57f8263b,53033,1,190888,Other,2026-02-17 22:45:46+00:00
e3887a7f-a6a8-48f2-87cf-8b366615ad3b,53033,2,115794,Single Family,2026-02-17 22:45:46+00:00
a9888849-c941-47a8-b7eb-81369a55bff9,53033,2,173880,Other,2026-02-17 22:45:46+00:00
bae11d22-6eb3-4e3e-b8aa-6c4f99ab9acf,53033,4,94495,Townhome,2026-02-17 22:45:46+00:00
baa63a7b-d54f-4619-9693-8210d99d8b06,53033,1,77238,SFH,2026-02-17 22:45:46+00:00
45a7bb74-2cef-4dcd-a6e5-544232932486,53033,2,88697,SFH,2026-02-17 22:45:46+00:00
757d1700-bfba-4cf1-8cd1-c1d36011b681,53033,2,56490,Mobile,2026-02-17 22:45:46+00:00
13a1ab51-c091-4c01-b7f3-551373dd965e,53033,1,22540,SFH,2026-02-17 22:45:46+00:00
67b03937-3d2c-48e0-a047-5e8b28fbbe99,53033,2,156012,Apartment,2026-02-17 22:45:46+00:00
261226d7-f899-48ce-ab83-3be670495f8b,53033,1,65634,Mobile,2026-02-17 22:45:46+00:00
da25dd08-00fd-452f-8f1b-998711cbf339,53033,1,48162,Apartment,2026-02-17 22:45:46+00:00
7b5c65f7-2801-436f-bdbc-d0e457fc346e,53033,1,37009,Mobile,2026-02-17 22:45:46+00:00
d7c52e60-e059-4412-81fe-f8d4a630b033,53033,3,46722,SFH,2026-02-17 22:45:46+00:00
903a30e3-87c4-4ca5-a633-40aebb79ae9f,53033,2,76547,Apartment,2026-02-17 22:45:46+00:00
757a13cb-aa64-4adf-9cc1-c0c835a5cb34,53033,3,154137,SFH,2026-02-17 22:45:46+00:00
4e342e78-a6d7-4566-81a7-8a8204bdb368,53033,2,182147,Mobile,2026-02-17 22:45:46+00:00
9acf6e97-3418-46be-825a-67b8b1c57444,53033,4,159282,Other,2026-02-17 22:45:46+00:00
c2ad3060-c354-42fc-9876-faf98b6c6bc1,53033,2,149125,SFH,2026-02-17 22:45:46+00:00
fe79b809-f2c8-4e7e-845c-353a8643d492,53033,4,126435,Apartment,2026-02-17 22:45:46+00:00
53b0428b-3902-4245-a587-cf14b61917b1,53033,2,155053,Mobile,2026-02-17 22:45:46+00:00
ea397545-8ef0-452d-803e-ca316aece74a,53033,2,68231,SFH,2026-02-17 22:45:46+00:00
244a4b9a-3906-48ee-b645-87371e081605,53033,3,113653,SFH,2026-02-17 22:45:46+00:00
c489ae2f-167a-4a2a-ac6a-9306addb65f2,53033,1,148248,Mobile,2026-02-17 22:45:46+00:00
494cfa58-20b8-4318-9e17-bd91510f677b,53033,2,130234,SFH,2026-02-17 22:45:46+00:00
bad80fc3-39bd-43fd-a1a7-f13a63beba5a,53033,2,118530,Townhome,2026-02-17 22:45:46+00:00
5977a532-cf86-418e-9a90-05fb231fa204,53033,1,159869,Apartment,2026-02-17 22:45:46+00:00
51d3668c-ece4-46e7-83a5-8193825ce2e9,53033,3,93375,Other,2026-02-17 22:45:46+00:00
a6c10ca5-3b19-459c-bd83-39ee77bc513a,53033,3,156209,SFH,2026-02-17 22:45:46+00:00
cf9a4af7-6eaa-48cd-bdeb-0be131d339bd,53033,2,117129,SFH,2026-02-17 22:45:46+00:00
4cee9612-0db4-4299-b0ae-ba4e4551fe8f,53033,3,177281,Townhome,2026-02-17 22:45:46+00:00
eefa58ea-023e-45a6-8f76-256e0271cc99,53033,2,147248,Apartment,2026-02-17 22:45:46+00:00
52503f5d-93b7-45bc-8bd1-279912d0674d,53033,2,111617,SFH,2026-02-17 22:45:46+00:00
b02a972e-3d7e-4a62-9e3b-e688e78208b8,53033,2,40130,Townhome,2026-02-17 22:45:46+00:00
ca54e050-40b9-42d3-b00d-540ca2b1b415,53033,2,44536,Mobile,2026-02-17 22:45:46+00:00
01d16338-0e1d-41de-ba7a-3c67e098cceb,53033,3,101206,Townhome,2026-02-17 22:45:46+00:00
c8fb5826-2477-4de8-9f5e-2b9c116eba67,53033,1,123757,Apartment,2026-02-17 22:45:46+00:00
756d9d88-6b9a-444c-b0f1-94d75a1cf4d9,53033,1,84006,Mobile,2026-02-17 22:45:46+00:00
dfe6d535-1f86-4553-b115-bf20be9a0c74,53033,3,120975,Other,2026-02-17 22:45:46+00:00
8d2bdf97-bc81-453b-951a-f6526f8fad34,53033,3,64510,Apartment,2026-02-17 22:45:46+00:00
0afe4ef1-5feb-4473-afe8-abca99c57c8d,53033,1,107356,SFH,2026-02-17 22:45:46+00:00
10822e79-cc0d-4f3b-a5ce-41297fc311af,53033,1,105825,SFH,2026-02-17 22:45:46+00:00
1d9f6ed1-e16d-46f6-bbcc-2764f5e09ed8,53033,1,64618,Mobile,2026-02-17 22:45:46+00:00
622851e6-2702-4a5c-a7e6-81a2d668adb2,53033,1,96255,Apartment,2026-02-17 22:45:46+00:00
9d912a00-d28e-45ad-b98c-4d8357f552d9,53033,2,104464,SFH,2026-02-17 22:45:46+00:00
740fd3f3-b7c2-409c-ade0-da700c692ab2,53033,2,37708,Mobile,2026-02-17 22:45:46+00:00
51b905f9-0062-4f20-9e7e-e2a36c1bf85e,53033,5,177593,Townhome,2026-02-17 22:45:46+00:00
946eba7c-e6f1-4273-80c2-8c849329dc87,53033,1,161961,Mobile,2026-02-17 22:45:46+00:00
f5209ed5-8869-4bac-b236-6e490b5bdf2e,53033,2,0,Other,2026-02-17 22:45:46+00:00
ccc032ce-2a7e-48ef-b4d7-03979001e746,53033,2,75357,Single Family,2026-02-17 22:45:46+00:00
8475a99b-85b3-4405-909c-34e1d92f89a2,53033,2,131841,Other,2026-02-17 22:45:46+00:00
76e0e888-a05e-45e0-a166-4796da4c486f,53033,1,96658,Apartment,2026-02-17 22:45:46+00:00
5350f27a-edfb-4010-a609-634918f5a1e5,53033,3,124732,SFH,2026-02-17 22:45:46+00:00
49d87f99-2a2d-4499-97fe-c009e6e1f333,53033,2,62566,Apartment,2026-02-17 22:45:46+00:00
532fc6e5-d078-4ebe-9999-dcce8a4a9950,53033,3,127101,SFH,2026-02-17 22:45:46+00:00
221da492-7749-4a67-987c-961050b6dccc,53033,3,112215,SFH,2026-02-17 22:45:46+00:00
70c88f21-687d-4e57-9ace-ceb51797f6f7,53033,1,51230,SFH,2026-02-17 22:45:46+00:00
c5856bad-533c-471b-b275-733e00cd180a,53033,2,170716,Apartment,2026-02-17 22:45:46+00:00
3f97926f-7949-4b90-9be2-908fac1b2f96,53033,2,107815,Apartment,2026-02-17 22:45:46+00:00
a0f2b597-cdbe-4912-af4d-c1bf3f1e9675,53033,2,104415,Mobile,2026-02-17 22:45:46+00:00
807da178-00a6-4a27-b232-1455100804d2,53033,1,167685,Townhome,2026-02-17 22:45:46+00:00
1bdce310-91bd-4e12-8d0f-6049c171f857,53033,5,79419,Other,2026-02-17 22:45:46+00:00
9d21939a-9708-4d99-88b0-cd7a4246165e,53033,2,85839,SFH,2026-02-17 22:45:46+00:00
ea1d6db9-fdb0-4462-8f9a-464575d2ccc7,53033,2,25405,Apartment,2026-02-17 22:45:46+00:00
136cae37-62d3-4634-b096-0be49f636ed3,53033,3,-94967,Townhome,2026-02-17 22:45:46+00:00
37e53de9-34ab-4189-bfe8-9444adf9a61f,53033,3,140853,SFH,2026-02-17 22:45:46+00:00
b78eea1e-0ce1-4207-b661-ea9b82c1e33a,53033,3,127377,Mobile,2026-02-17 22:45:46+00:00
f63be892-a6ae-47d8-b686-b4a31b55c715,53033,3,59649,Townhome,2026-02-17 22:45:46+00:00
fddfabf5-a472-477e-b04c-728e6b37a9d1,53033,3,147758,Apartment,2026-02-17 22:45:46+00:00
6e30953a-e36b-46df-8b28-47377410722c,53033,4,48762,SFH,2026-02-17 22:45:46+00:00
9bfc9c82-affb-4b70-b2dd-5eb45ab3af9b,53033,2,37608,SFH,2026-02-17 22:45:46+00:00
42c14b67-8c43-48f1-b04a-413cafe4b631,53033,3,144626,Apartment,2026-02-17 22:45:46+00:00
fa15a314-8d68-44e8-b2df-5242dac72500,53033,4,19182,Mobile,2026-02-17 22:45:46+00:00
9d2ddce5-460c-4e92-825b-99c20013c80c,53033,1,233748,Townhome,2026-02-17 22:45:46+00:00
cb04e194-f559-4e83-ace5-b20c6d6fe77f,53033,2,77545,Other,2026-02-17 22:45:46+00:00
e6a12c99-c938-4bc7-b959-47723fdb5676,53033,7,95133,Single Family,2026-02-17 22:45:46+00:00
fffbe943-3351-4b10-83f0-9e08ff6cf7be,53033,2,122941,Mobile,2026-02-17 22:45:46+00:00
977eb524-5147-4fa3-9788-98967b9275da,53033,3,139889,Other,2026-02-17 22:45:46+00:00
59be11b3-2af0-414e-9085-3286db5bb7e5,53033,2,94157,Mobile,2026-02-17 22:45:46+00:00
041d5c3d-a2ba-4540-8fe8-65b6bc925e91,53033,1,48463,Apartment,2026-02-17 22:45:46+00:00
b5daf783-5a6e-4588-8801-b5aeb68c5f17,53033,2,79440,Apartment,2026-02-17 22:45:46+00:00
93aa675f-4c3f-435e-9d2d-bca55c7fcc9c,53033,4,86994,Townhome,2026-02-17 22:45:46+00:00
168a322e-92d1-425e-8761-aa0995a31e83,53033,2,44516,Other,2026-02-17 22:45:46+00:00
bb0fc3b4-8e4a-4fbb-bf37-71782284bd89,53033,1,54432,Mobile,2026-02-17 22:45:46+00:00
fb60d154-2d52-4100-bb5a-e957a66f17ae,53033,3,78460,Apartment,2026-02-17 22:45:46+00:00
b82f5109-6617-473e-abd5-0624c5882703,53033,3,95841,Townhome,2026-02-17 22:45:46+00:00
f535baf0-aeb2-4fc2-9e2f-dd13af6ddabe,53033,4,1886,Townhome,2026-02-17 22:45:46+00:00
67c23749-746b-4d39-b12e-64193d74088e,53033,2,95993,Mobile,2026-02-17 22:45:46+00:00
2fd11965-a7b6-4b5e-8d43-1d542a8aa1a7,53033,1,69642,Apartment,2026-02-17 22:45:46+00:00
2aa065ff-e0fe-4ffa-a8ef-e7e97765bdd0,53033,1,133198,Apartment,2026-02-17 22:45:46+00:00
4954b0e1-60a5-47a3-b6bb-9466c2a7f672,53033,2,150240,Mobile,2026-02-17 22:45:46+00:00
bb4672a3-457c-47c0-962c-c3ebaee7f721,53033,1,98405,Townhome,2026-02-17 22:45:46+00:00
c38be866-57ba-406c-b977-ffe7898bdb98,53033,1,113783,Townhome,2026-02-17 22:45:46+00:00
0f5800b7-303a-4f3b-9226-7d231b87fb0f,53033,3,26584,Other,2026-02-17 22:45:46+00:00
1e0ef86a-2046-4791-bf43-2d6f2a4a1d63,53033,3,93483,Townhome,2026-02-17 22:45:46+00:00
772eeee1-d74f-45a8-84f5-cfe45b222bc6,53033,2,104242,Other,2026-02-17 22:45:46+00:00
aeaf1fe4-b46f-44b6-875e-4409bc60c3ff,53033,2,51461,Mobile,2026-02-17 22:45:46+00:00
5fc6d763-7452-4c1b-8d34-76fa48ccddf3,53033,3,94815,Apartment,2026-02-17 22:45:46+00:00
bc45bfb0-1faa-44b1-9bec-67ab68e80483,53033,2,0,SFH,2026-02-17 22:45:46+00:00
e8f5f459-9bdc-4276-8ca7-cdfd06988e88,53033,2,136162,Apartment,2026-02-17 22:45:46+00:00
e7c05219-695a-46d6-998f-4f87dc8746af,53033,3,111065,Townhome,2026-02-17 22:45:46+00:00
3649e737-b724-459b-917f-953339f5ab33,53033,2,106728,Townhome,2026-02-17 22:45:46+00:00
bdca7a38-5097-4ec0-adb0-c8f01c2aad04,53033,4,127041,Townhome,2026-02-17 22:45:46+00:00
e26261cb-3262-468d-91b5-c6c39986d1d4,53033,2,111250,Apartment,2026-02-17 22:45:46+00:00
6d9426be-70f0-434d-9e14-25eb2446f237,53033,1,32177,Townhome,2026-02-17 22:45:46+00:00
79e531aa-5858-4cc3-a63e-e12112ef11cd,53033,2,135745,Mobile,2026-02-17 22:45:46+00:00
2c80ec21-2194-4cb9-90e5-390d1e19f273,53033,4,86102,SFH,2026-02-17 22:45:46+00:00
e9bf18fc-b47e-441c-88ee-a2bbc370d2b2,53033,1,90149,Apartment,2026-02-17 22:45:46+00:00
03c20cab-9062-4c5c-a30d-14dfc88467cc,53033,3,76867,Townhome,2026-02-17 22:45:46+00:00
1b9321ec-cfe3-4c31-bfb0-163343be0ba2,53033,1,102174,Mobile,2026-02-17 22:45:46+00:00
17adda1e-01f7-4e65-af54-4239d5ccde6f,53033,2,85656,Apartment,2026-02-17 22:45:46+00:00
8ab7ac15-5220-4ab1-bd1c-eeb4b57c0797,53033,2,55641,Townhome,2026-02-17 22:45:46+00:00
9cd3d6b4-1170-47cf-a2f8-a1d1bed87460,53033,1,177993,Other,2026-02-17 22:45:46+00:00
fed5e395-a733-4de1-b2ea-130689364af9,53033,2,74293,Mobile,2026-02-17 22:45:46+00:00
941b1074-cc6a-4e56-b4ed-3b6eb8ef132e,53033,2,88016,Townhome,2026-02-17 22:45:46+00:00
0dd13a73-4467-4c02-99b1-88c54db6cb39,53033,3,151602,Mobile,2026-02-17 22:45:46+00:00
7d8087c5-559d-45fe-99eb-01339943403a,53033,2,145947,Other,2026-02-17 22:45:46+00:00
4470fdbb-43de-4b73-8a84-b79d1045435c,53033,3,203188,Mobile,2026-02-17 22:45:46+00:00
a0638e83-00c8-42a5-965d-a085041f322c,53033,1,67644,SFH,2026-02-17 22:45:46+00:00
d70eaaaf-fc4a-4e01-938a-ca976d55cb42,53033,4,42125,Townhome,2026-02-17 22:45:46+00:00
527aeb23-a06d-4fe0-9a8f-a831c54ca66a,53033,2,108906,Mobile,2026-02-17 22:45:46+00:00
daac165e-02ad-4143-8d92-f8bbf2e75b60,53033,2,167877,Other,2026-02-17 22:45:46+00:00
62047787-fdda-4b4e-9504-b7afd8486de0,53033,1,91136,Other,2026-02-17 22:45:46+00:00
ff73f31c-1705-4c23-b5aa-e005102bcd8b,53033,2,91029,SFH,2026-02-17 22:45:46+00:00
c8d8b8a0-ad32-433e-8a63-8296198ab66b,53033,1,119042,SFH,2026-02-17 22:45:46+00:00
9abdf2a9-4e36-4c24-8178-bf2a61f80305,53033,3,168148,Apartment,2026-02-17 22:45:46+00:00
fc7f4a00-6a22-4e17-bf04-1ca2855c9cea,53033,2,115198,Apartment,2026-02-17 22:45:46+00:00
3fd0babf-75ba-4a2f-9f91-86d2020ba7af,53033,2,145071,Apartment,2026-02-17 22:45:46+00:00
bb319079-3787-4f11-8949-ad7e258c789c,53033,3,179462,Single Family,2026-02-17 22:45:46+00:00
48b5ae95-f979-482b-a82e-5cdac8d31971,53033,2,158205,Apartment,2026-02-17 22:45:46+00:00
09328e30-5f90-46f4-b7df-0cb098add7c8,53033,1,51967,Other,2026-02-17 22:45:46+00:00
1484bbc9-6653-4c3b-9728-b5fc0d2aa689,53033,4,56560,Mobile,2026-02-17 22:45:46+00:00
c3bedd54-0f47-47e5-b1dc-a6ca88db8a54,53033,1,93234,Apartment,2026-02-17 22:45:46+00:00
fbdd2dd4-3f24-45aa-a271-9cb87c4d07af,53033,2,90446,SFH,2026-02-17 22:45:46+00:00
cea2ea80-f114-4bc7-a229-3f6a393960e9,53033,1,111945,SFH,2026-02-17 22:45:46+00:00
64a56d0d-da99-4eae-8b15-071968850adc,53033,3,150943,Other,2026-02-17 22:45:46+00:00
db0a80d1-fac3-417b-8533-c864008cc34b,53033,2,82686,Mobile,2026-02-17 22:45:46+00:00
335d7e2d-b543-4f33-9882-c6cb91824f3e,53033,3,105958,Apartment,2026-02-17 22:45:46+00:00
58fb0924-22e5-4798-946b-4174e6dec961,53033,1,112160,Other,2026-02-17 22:45:46+00:00
c3229e7d-0f8a-4abc-b37b-92288f170323,53033,2,173610,Townhome,2026-02-17 22:45:46+00:00
e67f06a8-303c-429b-93f7-54d9e633efac,53033,1,20565,Apartment,2026-02-17 22:45:46+00:00
e421e45d-ed73-44d0-afe7-9d2f952b129a,53033,3,46552,Mobile,2026-02-17 22:45:46+00:00
d2694f26-21fb-492d-bb68-523893b47da2,53033,4,118362,Other,2026-02-17 22:45:46+00:00
2da163ea-df3c-44e5-821b-60d1a4b1c236,53033,2,47311,Apartment,2026-02-17 22:45:46+00:00
805df6cb-e16e-4a27-85c2-5be54150613d,53033,3,22145,Other,2026-02-17 22:45:46+00:00
f36c3cd0-345f-43d8-abb5-17492cec28ca,53033,2,122108,Townhome,2026-02-17 22:45:46+00:00
eade4965-f046-4827-8156-4ffd7bfd3cee,53033,4,59229,SFH,2026-02-17 22:45:46+00:00
6ae91b48-0b5f-4a18-984f-46b726108e32,53033,1,118849,Mobile,2026-02-17 22:45:46+00:00
cf21bc0a-a5fd-4d33-a5ef-67fc131d3897,53033,1,-170276,Apartment,2026-02-17 22:45:46+00:00
f5cf52e5-f6b5-4507-9209-752d8f15ff38,53033,6,83752,Townhome,2026-02-17 22:45:46+00:00
c3db3b11-933e-4dc2-8884-a08dab269a92,53033,2,97225,Other,2026-02-17 22:45:46+00:00
a192b5ee-a6ad-4d2b-92b3-d407b9015905,53033,2,85740,Other,2026-02-17 22:45:46+00:00
c3d28f35-e821-467a-a2b6-9407685ac7cd,53033,1,158978,Mobile,2026-02-17 22:45:46+00:00
a7c8136c-8574-4b7d-9752-6cecd2c067c6,53033,2,147563,Townhome,2026-02-17 22:45:46+00:00
240ff037-c6be-4174-8cd3-cec4a0b7e8bd,53033,1,40000,Mobile,2026-02-17 22:45:46+00:00
44aacca0-ee1f-4c65-8060-ccf205fd168e,53033,3,97022,Townhome,2026-02-17 22:45:46+00:00
ab75c0b5-e8cb-41b4-a341-23ea6ba25c48,53033,3,112345,Mobile,2026-02-17 22:45:46+00:00
b1985870-37f6-4855-b3ce-72ae042d06d7,53033,2,198741,Apartment,2026-02-17 22:45:46+00:00
cbfaace6-2508-49b0-b5cb-b998bf9c86ff,53033,1,124253,SFH,2026-02-17 22:45:46+00:00
7f0a66d8-eee1-45b0-9722-c6c1d2fc78c6,53033,2,54510,Apartment,2026-02-17 22:45:46+00:00
b3d9c46d-1381-4d6a-95e0-1310a038fc6d,53033,3,118139,Townhome,2026-02-17 22:45:46+00:00
895121f6-de4c-43e1-a412-4382a44b1d0b,53033,2,164819,Apartment,2026-02-17 22:45:46+00:00
57013c8c-90de-4928-9603-f5b7d0ae5dee,53033,4,0,Apartment,2026-02-17 22:45:46+00:00
fae5f73c-2529-4565-8c99-76f0bdee3e82,53033,3,108561,Townhome,2026-02-17 22:45:46+00:00
5b884b5a-d87b-4e43-b78f-4e1b0d4147cb,53033,1,163345,Mobile,2026-02-17 22:45:46+00:00
81b0aa7b-944b-47d5-ba6e-a4266c2d4de5,53033,1,134751,Townhome,2026-02-17 22:45:46+00:00
7c8fdabc-8db1-4d0d-860e-ab6ea96a85d3,53033,1,162584,SFH,2026-02-17 22:45:46+00:00
4ba79019-bcb5-4ee4-beb2-b46cffcf3c82,53033,2,162204,Mobile,2026-02-17 22:45:46+00:00
4c368ea5-05ee-4802-8fec-3b66c958c907,53033,2,17584,SFH,2026-02-17 22:45:46+00:00
6b9777cc-6b43-4f30-888b-142811630376,53033,1,161899,Apartment,2026-02-17 22:45:46+00:00
c179b42e-b569-4bcd-bad5-293e2f0acbb8,53033,2,118569,Apartment,2026-02-17 22:45:46+00:00
ae76924e-2d40-459c-b6d4-a5b9ec2fec1b,53033,4,88299,Townhome,2026-02-17 22:45:46+00:00
a600c22d-cbec-4571-952d-f51231950264,53033,1,139404,Other,2026-02-17 22:45:46+00:00
92a11020-dfba-48e8-823f-4f17e0851006,53033,1,130490,Other,2026-02-17 22:45:46+00:00
13675371-14f5-491f-bfaa-30bd05392171,53033,3,120206,Townhome,2026-02-17 22:45:46+00:00
e41c9eb7-82af-4b4f-ab6e-b6a9a09e4041,53033,2,46140,Single Family,2026-02-17 22:45:46+00:00
3575bf8a-1bf4-49ab-b1d6-47b4f123f90d,53033,3,92095,Townhome,2026-02-17 22:45:46+00:00
1825facc-7ff4-4ff4-965d-d95a86d46608,53033,3,149465,Apartment,2026-02-17 22:45:46+00:00
d3ee324f-d38f-4643-9c3e-28e842caf5d9,53033,2,113293,Apartment,2026-02-17 22:45:46+00:00
4242357a-4e00-4f5b-8251-f6e6178d00c3,53033,1,84335,Mobile,2026-02-17 22:45:46+00:00
255ced96-8db9-472d-adca-ebc239a435fa,53033,6,99124,Apartment,2026-02-17 22:45:46+00:00
2ab0ee84-ffe6-4264-abb7-7cf3f9e06b91,53033,1,99325,Mobile,2026-02-17 22:45:46+00:00
5ba90b37-5c84-4220-8798-c800ce4bb24c,53033,3,94173,Apartment,2026-02-17 22:45:46+00:00
dff7ef90-51ac-4a6a-bbda-1540553c3714,53033,4,45409,Apartment,2026-02-17 22:45:46+00:00
53df03e8-5696-4d0b-ab93-5e06e6217730,53033,2,169769,Apartment,2026-02-17 22:45:46+00:00
17483da6-b204-4719-b0f3-3272870edfc9,53033,6,131949,SFH,2026-02-17 22:45:46+00:00
8284ab43-3868-46de-81f0-e831d28af77d,53033,1,57866,Mobile,2026-02-17 22:45:46+00:00
92e63028-f50d-41ff-8bb6-849a00203087,53033,3,115062,Other,2026-02-17 22:45:46+00:00
97e28bdd-58ac-4267-af26-dfb2cb0163d8,53033,1,144792,SFH,2026-02-17 22:45:46+00:00
95310e7f-603f-4d0b-8d02-f33ac81a1350,53033,1,84050,Townhome,2026-02-17 22:45:46+00:00
0ec75d24-a242-4379-b457-374cd5f5fa54,53033,3,130765,Single Family,2026-02-17 22:45:46+00:00
05ba9dd2-9a0b-4383-b2a0-84d5d96f937d,53033,4,106272,Apartment,2026-02-17 22:45:46+00:00
06241a1c-89ae-4922-a537-1e66142863a7,53033,2,71362,Other,2026-02-17 22:45:46+00:00
30280e83-85f7-424e-ad4f-b640224a5a2d,53033,1,136794,Other,2026-02-17 22:45:46+00:00
35eb81b1-3c3c-4f9c-b037-dd79843970f5,53033,2,77699,Other,2026-02-17 22:45:46+00:00
7012fea6-3a97-446b-bd23-4f5fe2b4a1f7,53033,2,177891,Townhome,2026-02-17 22:45:46+00:00
7e367b37-2076-4c16-b197-7cc6d47f3f00,53033,1,120861,SFH,2026-02-17 22:45:46+00:00
721f9a0a-54fb-4e6e-952c-7f6b4e1261b9,53033,2,162125,Other,2026-02-17 22:45:46+00:00
2c13c624-40ce-4b86-9509-230c3b143fbf,53033,1,16687,Apartment,2026-02-17 22:45:46+00:00
c26c7b65-1895-4436-bc39-251c8179e4d4,53033,3,58559,Other,2026-02-17 22:45:46+00:00
912204f1-562d-4baf-bfab-31c8426c3a0a,53033,3,102641,Apartment,2026-02-17 22:45:46+00:00
fd367348-d034-443c-9440-83e06f7cd84c,53033,1,149351,Townhome,2026-02-17 22:45:46+00:00
73bcf2a7-c588-4a47-adfb-8c318a8529fd,53033,3,38602,Other,2026-02-17 22:45:46+00:00
41e0fe04-ea08-4ad3-b795-657c85abc785,53033,2,102789,Mobile,2026-02-17 22:45:46+00:00
72a93cf0-0505-4c52-a00b-f7b0e78816b3,53033,2,133311,Townhome,2026-02-17 22:45:46+00:00
